"Hofname";"Adresse";"Baujahr von";"Baujahr bis";"Baujahr um";"Architekt";"Kunst am Bau";"Letzte Sanierung von";"Letzte Sanierung bis";"Wohnungen";"Lokale";"PDF-Download"
"Johann-Kaps-Hof";"1200 Wien, J‰gerstraﬂe J‰gerstraﬂe";"1957";"1961";"";"(Franz) Hubert Matuschek, Richard Horner, Rotraut Hommer, Anton Ubl";"nein";"";"";"728";"33";"https://www.wwpipe.at/web-portal/complex-description/0620343"
"Dr.-Ellenbogen-Hof";"1200 Wien, Brigittenauer L‰nde Brigittenauer L‰nde";"1959";"1961";"";"Julius Csizmazia, Alfred Bartosch, Raymund Sch¸ller, Oskar Unger, Franz Wafler sen., Ernst Lederer-Ponzer";"ja";"";"";"353";"3";"https://www.wwpipe.at/web-portal/complex-description/0620344"
"Anton-Schmid-Hof";"1200 Wien, Pappenheimgasse Pappenheimgasse";"1964";"1966";"";"Egon Fraundorfer, Robert Kotas, Rudolf Hˆnig, Eugenie Pippal-Kottnig";"ja";"";"";"208";"10";"https://www.wwpipe.at/web-portal/complex-description/0620356"
"Marianne und Oscar-Pollak-Hof";"1210 Wien, Dunantgasse Dunantgasse";"1958";"1969";"";"Otto Frank, Elisabeth Riegler, Edith Matzalik, Norbert Schlesinger, Josef Horacek, Wilhelm (Willi) Reichel, Friedrich (Fritz) Kastner, Hans Riedl, Friedrich Pangratz, Alois Brunner";"ja";"";"";"450";"6";"https://www.wwpipe.at/web-portal/complex-description/0621333"
"Conrad-Lˆtsch-Hof";"1210 Wien, Floridsdorfer Markt Floridsdorfer Markt";"1961";"1962";"";"Ernst Schuster, Friedrich Punzmann, Florian Omasta, Anton Valentin";"ja";"";"";"186";"24";"https://www.wwpipe.at/web-portal/complex-description/0621368"
"Oskar Helmer Hof";"1210 Wien, Roda-Roda-Gasse Roda-Roda-Gasse";"1960";"1967";"";"Karl Adolf Schubert, Franz Kiener, Kurt Vana, Norbert Mandl, Heinz Dieter Kajaba, Heinrich Vana, Franz Marx";"ja";"";"";"784";"16";"https://www.wwpipe.at/web-portal/complex-description/0621372"
"Marschallhof";"1220 Wien, Am Kaiserm¸hlendamm Am Kaiserm¸hlendamm";"1958";"1960";"";"Hermann Stiegholzer";"ja";"";"";"245";"5";"https://www.wwpipe.at/web-portal/complex-description/0622336"
"Bundesl‰nderhof";"1220 Wien, Bernoullistrasse Bernoullistrasse";"1964";"1966";"";"Peter Payer, Oskar Payer";"ja";"";"";"1094";"5";"https://www.wwpipe.at/web-portal/complex-description/0622349"
"Rudolf-Kˆppl-Hof";"1220 Wien, Eipeldauer Straﬂe Eipeldauer Straﬂe";"1966";"1967";"";"Peter Payer, Oskar Payer";"ja";"";"";"1316";"3";"https://www.wwpipe.at/web-portal/complex-description/0622352"
"Professor-Rudolf-Boeck-Hof";"1230 Wien, Dr.-Barilits-Gasse Dr.-Barilits-Gasse";"1958";"1959";"";"Anton (Toni) Lenhardt";"ja";"";"";"64";"7";"https://www.wwpipe.at/web-portal/complex-description/0623348"
"Harry-S.-Truman-Hof";"1230 Wien, Rudolf-Zeller-Gasse Rudolf-Zeller-Gasse";"1956";"1963";"";"Karl Hauschka, Maria Albrecht, Rudolf Sorgo, Otmar Brunner, Wenko Bossew, August Kastner, Karl Molnar";"ja";"";"";"485";"23";"https://www.wwpipe.at/web-portal/complex-description/0623350"
"Hans Weber-Hof";"1230 Wien, Ketzergasse Ketzergasse";"1959";"1960";"";"Wilhelm Legler";"ja";"";"";"53";"2";"https://www.wwpipe.at/web-portal/complex-description/0623351"
"Johann-Radfux-Hof";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"1960";"1962";"";"Josef (Sepp) Schuster, Jakob Zachar, Harald Bauer, Gerhard Kolbe, Friedrich (Fritz) Gr¸nberger, Georg Russwurm";"ja";"";"";"475";"9";"https://www.wwpipe.at/web-portal/complex-description/0623352"
"Wohnsiedlung Am Wienerfeld Ost";"1100 Wien, Bullgasse Bullgasse";"1939";"1942";"";"Gemeinn¸tzige Siedlungs- und Bauaktiengesellschaft GESIBA";"ja";"";"";"426";"16";"https://www.wwpipe.at/web-portal/complex-description/0710374"
"Per-Albin-Hansson-Siedlung West";"1100 Wien, Malmˆgasse Malmˆgasse";"1954";"1955";"";"Eugen Wˆrle, Stephan Simony, Friedrich Pangratz, Franz Schuster";"ja";"";"";"1099";"39";"https://www.wwpipe.at/web-portal/complex-description/0310375"
"Wohnsiedlung Am Laaer Berg";"1100 Wien, Economogasse Economogasse";"1927";"1927";"";"Franz Schacherl";"nein";"";"";"215";"0";"https://www.wwpipe.at/web-portal/complex-description/0710376"
"Wohnsiedlung Am Wienerfeld West";"1100 Wien, Adolf-Kirchl-Gasse Adolf-Kirchl-Gasse";"1939";"1942";"";"Gemeinn¸tzige Siedlungs- und Bauaktiengesellschaft GESIBA";"ja";"";"";"145";"2";"https://www.wwpipe.at/web-portal/complex-description/0710427"
"Wohnsiedlung Weitmosergasse";"1100 Wien, Sickingengasse Sickingengasse";"1937";"1940";"";"Franz Wiesmann, Silvio Mohr, Robert Hartinger";"ja";"";"";"33";"1";"https://www.wwpipe.at/web-portal/complex-description/0710550"
"Wohnsiedlung Weiﬂenbˆckstraﬂe";"1110 Wien, Weiﬂenbˆckstraﬂe Weiﬂenbˆckstraﬂe";"1922";"1928";"";"Franz Kaym, Alfons Hetmanek";"ja";"";"";"56";"3";"https://www.wwpipe.at/web-portal/complex-description/0711406"
"Wohnsiedlung Am Tivoli";"1120 Wien, Hohenbergstraﬂe Hohenbergstraﬂe";"1927";"1930";"";"Wilhelm Peterle";"ja";"";"";"370";"11";"https://www.wwpipe.at/web-portal/complex-description/0712307"
"Wohnsiedlung Lockerwiese";"1130 Wien, Camillianergasse Camillianergasse";"1928";"1932";"";"Karl Schartelm¸ller";"ja";"";"";"763";"28";"https://www.wwpipe.at/web-portal/complex-description/0713304"
"Wohnsiedlung Spiegelgrund";"1160 Wien, Dustmannweg Dustmannweg";"1931";"1934";"";"Alfons Hetmanek, Franz Kaym";"nein";"";"";"289";"9";"https://www.wwpipe.at/web-portal/complex-description/0716335"
"Siedlung Rodaun";"1230 Wien, Breitenfurter Straﬂe Breitenfurter Straﬂe";"";"";"1950";"Josef Seeberger";"ja";"";"";"311";"16";"https://www.wwpipe.at/web-portal/complex-description/0723327"
"Irene-Harand-Hof";"1010 Wien, Judengasse Judengasse";"1951";"1952";"";"Fritz Waage";"ja";"";"";"22";"7";"https://www.wwpipe.at/web-portal/complex-description/0801303"
"Ginzkeyhof";"1010 Wien, Johannesgasse Johannesgasse";"1954";"1955";"";"Ladislaus Hrdlicka";"ja";"";"";"54";"5";"https://www.wwpipe.at/web-portal/complex-description/0801307"
"Wachauer Hof";"1020 Wien, Jungstraﬂe Jungstraﬂe";"1923";"1924";"";"Hugo Mayer";"ja";"";"";"186";"10";"https://www.wwpipe.at/web-portal/complex-description/0802301"
"Lassalle-Hof";"1020 Wien, Lassallestraﬂe Lassallestraﬂe";"1925";"1926";"";"Hubert Gessner, Fritz Waage, Hans Paar";"nein";"";"";"268";"33";"https://www.wwpipe.at/web-portal/complex-description/0802302"
"Hubert-Hladej-Hof";"1020 Wien, Wehlistraﬂe Wehlistraﬂe";"1948";"1950";"";"Karl Hartl, Kurt Schlauﬂ, Ladislaus Hruska, Erich Boltenstern";"ja";"";"";"292";"17";"https://www.wwpipe.at/web-portal/complex-description/0802303"
"Heizmann-Hof";"1020 Wien, Vorgartenstraﬂe Vorgartenstraﬂe";"1925";"1926";"";"Hubert Gessner";"nein";"";"";"212";"10";"https://www.wwpipe.at/web-portal/complex-description/0802304"
"Hermann-Fischer-Hof";"1020 Wien, Ybbsstraﬂe Ybbsstraﬂe";"1928";"1929";"";"Otto Prutscher";"nein";"";"";"69";"6";"https://www.wwpipe.at/web-portal/complex-description/0802311"
"Elderschhof";"1020 Wien, Elderschplatz Elderschplatz";"1931";"1932";"";"Ludwig Davidoff";"nein";"";"";"123";"4";"https://www.wwpipe.at/web-portal/complex-description/0802320"
"Franz-Mair-Hof";"1020 Wien, Sch¸ttelstraﬂe Sch¸ttelstraﬂe";"1930";"1939";"";"Franz Schacherl";"ja";"2011";"2017";"269";"9";"https://www.wwpipe.at/web-portal/complex-description/0802322"
"Robert-Erber-Hof";"1020 Wien, Sch¸ttelstraﬂe Sch¸ttelstraﬂe";"1950";"1952";"";"Oskar Payer, Karl Hauschka";"ja";"";"";"246";"8";"https://www.wwpipe.at/web-portal/complex-description/0802328"
"Theodor Herzl-Hof";"1020 Wien, Leopoldsgasse Leopoldsgasse";"1956";"1957";"";"Rudolf Kolowrath";"nein";"";"";"29";"3";"https://www.wwpipe.at/web-portal/complex-description/0802341"
"Chopinhof";"1020 Wien, Am Tabor Am Tabor";"1957";"1959";"";"Otto Nobis, Alfred Dreier";"ja";"";"";"93";"7";"https://www.wwpipe.at/web-portal/complex-description/0802343"
"Erdberger-Hof";"1030 Wien, Drorygasse Drorygasse";"1921";"1922";"";"Karl Schmalhofer";"ja";"";"";"61";"10";"https://www.wwpipe.at/web-portal/complex-description/0803302"
"Hanuschhof";"1030 Wien, Ludwig-Koeﬂler-Platz Ludwig-Koeﬂler-Platz";"1923";"1925";"";"Robert Oerley";"ja";"";"";"501";"32";"https://www.wwpipe.at/web-portal/complex-description/0803303"
"Rabenhof";"1030 Wien, Baumgasse Baumgasse";"1925";"1928";"";"Heinrich Schmid, Hermann Aichinger";"ja";"";"";"1110";"51";"https://www.wwpipe.at/web-portal/complex-description/0803304"
"Marianne-Hainisch-Hof";"1030 Wien, Petrusgasse Petrusgasse";"1927";"1928";"";"Rudolf Perthen";"ja";"";"";"25";"6";"https://www.wwpipe.at/web-portal/complex-description/0803310"
"Felleishof";"1030 Wien, Hagenm¸llergasse Hagenm¸llergasse";"1927";"1928";"";"Johann Rothm¸ller";"nein";"";"";"100";"13";"https://www.wwpipe.at/web-portal/complex-description/0803314"
"Franz-Silberer-Hof";"1030 Wien, Kardinal-Nagl-Platz Kardinal-Nagl-Platz";"1927";"1928";"";"Georg Rupprecht";"nein";"";"";"127";"16";"https://www.wwpipe.at/web-portal/complex-description/0803315"
"Anton-Kohl-Hof";"1030 Wien, R¸dengasse R¸dengasse";"1927";"1928";"";"Paul G¸tl, Camillo Fritz Discher";"ja";"";"";"177";"2";"https://www.wwpipe.at/web-portal/complex-description/0803316"
"Franz-Schuster-Hof";"1030 Wien, Hagenm¸llergasse Hagenm¸llergasse";"1927";"1928";"";"Alfred Kraupa";"nein";"";"";"48";"5";"https://www.wwpipe.at/web-portal/complex-description/0803318"
"Wildganshof";"1030 Wien, Grasbergergasse Grasbergergasse";"1931";"1932";"";"Victor Mittag, Karl Hauschka";"ja";"";"";"730";"33";"https://www.wwpipe.at/web-portal/complex-description/0803325"
"Ungerhof";"1030 Wien, Obere Bahngasse Obere Bahngasse";"1932";"1933";"";"Otto Moritz Kuntschik";"nein";"";"";"164";"9";"https://www.wwpipe.at/web-portal/complex-description/0803328"
"Josef-Illedits-Hof";"1030 Wien, K‰rchergasse K‰rchergasse";"1953";"1954";"";"Brigitte Wiedmann, Heinrich (Heinz) Reiter";"ja";"";"";"160";"4";"https://www.wwpipe.at/web-portal/complex-description/0803344"
"Richard-Strauss-Hof";"1030 Wien, Am Modenapark Am Modenapark";"1953";"1954";"";"Wilhelm Kroupa, Richard Horner";"ja";"";"";"188";"10";"https://www.wwpipe.at/web-portal/complex-description/0803350"
"Franz-Seitler-Hof";"1030 Wien, Sebastianplatz Sebastianplatz";"1954";"1955";"";"Hilde Schwaiger, Fritz Hannes Schneider";"ja";"";"";"137";"11";"https://www.wwpipe.at/web-portal/complex-description/0803355"
"Franz-Adelpoller-Hof";"1030 Wien, Gestettengasse Gestettengasse";"1957";"1959";"";"Eduard F. Sekler, Herbert Prehsler, Anton Valentin";"nein";"";"";"256";"21";"https://www.wwpipe.at/web-portal/complex-description/0803362"
"S¸dtiroler Hof";"1040 Wien, Schelleingasse Schelleingasse";"1927";"1928";"";"Josef Hahn, Karl Ernst";"ja";"";"";"179";"20";"https://www.wwpipe.at/web-portal/complex-description/0804301"
"Bertha-von-Suttner-Hof";"1040 Wien, Waltergasse Waltergasse";"1955";"1957";"";"J. Parzer";"ja";"";"";"360";"37";"https://www.wwpipe.at/web-portal/complex-description/0804316"
"Metzleinstalerhof";"1050 Wien, Margareteng¸rtel Margareteng¸rtel";"1916";"1925";"";"Robert Kalesa, Hubert Gessner";"ja";"";"";"252";"33";"https://www.wwpipe.at/web-portal/complex-description/0805301"
"Reumannhof";"1050 Wien, Margareteng¸rtel Margareteng¸rtel";"1924";"1926";"";"Hubert Gessner";"ja";"";"";"450";"50";"https://www.wwpipe.at/web-portal/complex-description/0805302"
"Julius-Popp-Hof";"1050 Wien, Margareteng¸rtel Margareteng¸rtel";"1925";"1926";"";"Hermann Aichinger, Heinrich Schmid";"ja";"";"";"370";"9";"https://www.wwpipe.at/web-portal/complex-description/0805303"
"Heinehof";"1050 Wien, Stˆbergasse Stˆbergasse";"1925";"1926";"";"Otto Prutscher";"ja";"";"";"155";"8";"https://www.wwpipe.at/web-portal/complex-description/0805304"
"Matteottihof";"1050 Wien, Siebenbrunnenfeldgasse Siebenbrunnenfeldgasse";"1926";"1927";"";"Heinrich Schmid, Hermann Aichinger";"ja";"";"";"424";"20";"https://www.wwpipe.at/web-portal/complex-description/0805305"
"Julius-Ofner-Hof";"1050 Wien, Margareteng¸rtel Margareteng¸rtel";"1926";"1927";"";"Ernst Lichtblau";"nein";"";"";"140";"3";"https://www.wwpipe.at/web-portal/complex-description/0805306"
"Herweghhof";"1050 Wien, Margareteng¸rtel Margareteng¸rtel";"1926";"1927";"";"Heinrich Schmid, Hermann Aichinger";"ja";"";"";"206";"15";"https://www.wwpipe.at/web-portal/complex-description/0805307"
"Franz-Domes-Hof";"1050 Wien, Margareteng¸rtel Margareteng¸rtel";"1927";"1930";"";"Peter Behrens";"ja";"";"";"176";"10";"https://www.wwpipe.at/web-portal/complex-description/0805310"
"Anton-Katschinka-Hof";"1050 Wien, Siebenbrunnenfeldgasse Siebenbrunnenfeldgasse";"1929";"1930";"";"Karl Ernst";"ja";"";"";"45";"1";"https://www.wwpipe.at/web-portal/complex-description/0805311"
"Furtm¸llerhof";"1050 Wien, Ziegelofengasse Ziegelofengasse";"1936";"1938";"";"Konstantin Peller, Franz Wiesmann";"ja";"";"";"48";"6";"https://www.wwpipe.at/web-portal/complex-description/0805315"
"Eiselsberg Hof";"1050 Wien, Bacherplatz Bacherplatz";"1948";"1950";"";"Otto Schˆnthal";"ja";"";"";"167";"8";"https://www.wwpipe.at/web-portal/complex-description/0805324"
"Theodor-Kˆrner-Hof";"1050 Wien, Margareteng¸rtel Margareteng¸rtel";"1951";"1955";"";"Friedrich (Fritz) Kastner, Wilhelm (Willi) Reichel, Wolfgang Horak, Hermann Aichinger, Hans Paar, Fritz Sammer, Ceno Kosak, Josef Schmelzenbart, Hans Riedl, Albert Hein, Robert W. Preissecker, Heinrich Benedikt, Albrecht F. Hrzan, Julius Gretzmacher, Friedrich Schlossberg, Siegfried Mˆrth";"ja";"";"";"1224";"39";"https://www.wwpipe.at/web-portal/complex-description/0805328"
"Leuthnerhof";"1060 Wien, Mollardgasse Mollardgasse";"1931";"1932";"";"Georg Rupprecht";"ja";"";"";"155";"7";"https://www.wwpipe.at/web-portal/complex-description/0806301"
"Einsteinhof";"1060 Wien, Mollardgasse Mollardgasse";"1949";"1952";"";"Adolf Hoch";"ja";"";"";"183";"15";"https://www.wwpipe.at/web-portal/complex-description/0806306"
"Ludo-Hartmann-Hof";"1080 Wien, Albertgasse Albertgasse";"1924";"1925";"";"Cesar Poppovits";"nein";"";"";"74";"11";"https://www.wwpipe.at/web-portal/complex-description/0808301"
"Dr.-Kronawetter-Hof";"1080 Wien, Pfeilgasse Pfeilgasse";"1925";"1926";"";"Otto Moritz Kuntschik";"ja";"";"";"62";"3";"https://www.wwpipe.at/web-portal/complex-description/0808302"
"Faberhof";"1080 Wien, Pfeilgasse Pfeilgasse";"1927";"1927";"";"Wilhelm Peterle";"nein";"";"";"15";"2";"https://www.wwpipe.at/web-portal/complex-description/0808303"
"Therese-Schlesinger-Hof";"1080 Wien, Schlˆsselgasse Schlˆsselgasse";"1929";"1939";"";"Cesar Poppovits";"nein";"";"";"83";"5";"https://www.wwpipe.at/web-portal/complex-description/0808304"
"Maria-Franc-Hof";"1080 Wien, Lange Gasse Lange Gasse";"1955";"1958";"";"Johann (Hans) Stˆhr";"ja";"";"";"77";"7";"https://www.wwpipe.at/web-portal/complex-description/0808306"
"Sigmund-Freud-Hof";"1090 Wien, Gussenbauergasse Gussenbauergasse";"1924";"1931";"";"Josef Tˆlk, Franz Krauﬂ, Ludwig Tremmel";"ja";"";"";"258";"25";"https://www.wwpipe.at/web-portal/complex-description/0809301"
"Gallhof";"1090 Wien, Heiligenst‰dter Straﬂe Heiligenst‰dter Straﬂe";"1924";"1925";"";"Alfred Chalusch, Heinrich Schopper";"ja";"";"";"137";"7";"https://www.wwpipe.at/web-portal/complex-description/0809302"
"Thuryhof";"1090 Wien, Marktgasse Marktgasse";"1925";"1926";"";"Karl Hauschka, Victor Mittag";"ja";"";"";"95";"8";"https://www.wwpipe.at/web-portal/complex-description/0809305"
"Wagner-Jauregg-Hof";"1090 Wien, Lustkandlgasse Lustkandlgasse";"1927";"1928";"";"Bernhard Pichler";"nein";"";"";"114";"10";"https://www.wwpipe.at/web-portal/complex-description/0809309"
"Karl-Schˆnherr-Hof";"1090 Wien, Badgasse Badgasse";"1950";"1952";"";"Karl Ehn";"ja";"";"";"119";"10";"https://www.wwpipe.at/web-portal/complex-description/0809322"
"Quarinhof";"1100 Wien, Quaringasse Quaringasse";"1924";"1925";"";"Hans Jaksch, Siegfried Theiﬂ";"ja";"";"";"122";"25";"https://www.wwpipe.at/web-portal/complex-description/0810301"
"Viktor-Adler-Hof";"1100 Wien, Triester Straﬂe Triester Straﬂe";"1923";"1924";"";"Engelbert Mang";"nein";"";"";"110";"5";"https://www.wwpipe.at/web-portal/complex-description/0810303"
"Pernerstorfer-Hof";"1100 Wien, Troststraﬂe Troststraﬂe";"1924";"1926";"";"Camillo Fritz Discher, Paul G¸tl";"ja";"";"";"426";"14";"https://www.wwpipe.at/web-portal/complex-description/0810307"
"Jean-Jaures-Hof";"1100 Wien, Neilreichgasse Neilreichgasse";"1925";"1926";"";"Alfred Keller, Walter Broﬂmann";"ja";"";"";"384";"9";"https://www.wwpipe.at/web-portal/complex-description/0810309"
"Pˆlzer-Hof";"1100 Wien, Dampfgasse Dampfgasse";"1926";"1927";"";"Hugo Mayer";"nein";"";"";"98";"7";"https://www.wwpipe.at/web-portal/complex-description/0810311"
"Z¸rcher-Hof";"1100 Wien, Laxenburger Straﬂe Laxenburger Straﬂe";"1928";"1931";"";"Emil Hoppe, Otto Schˆnthal";"ja";"";"";"221";"28";"https://www.wwpipe.at/web-portal/complex-description/0810319"
"Hueber-Hof";"1100 Wien, Quellenstraﬂe Quellenstraﬂe";"1930";"1931";"";"Heinrich Schopper, Alfred Chalusch";"ja";"";"";"464";"5";"https://www.wwpipe.at/web-portal/complex-description/0810328"
"Anton-Hˆlzl-Hof";"1100 Wien, Laxenburger Straﬂe Laxenburger Straﬂe";"1931";"1932";"";"Josef Hoffmann";"ja";"";"";"329";"6";"https://www.wwpipe.at/web-portal/complex-description/0810333"
"Maria-und-Rudolf-Fischer-Hof";"1100 Wien, Laxenburger Straﬂe Laxenburger Straﬂe";"1930";"1931";"";"Konstantin Peller";"nein";"";"";"125";"3";"https://www.wwpipe.at/web-portal/complex-description/0810334"
"Wohnhausanlage Am Laaer Berg";"1100 Wien, Theodor-Sickel-Gasse Theodor-Sickel-Gasse";"1930";"1931";"";"Karl Schmalhofer";"ja";"";"";"726";"12";"https://www.wwpipe.at/web-portal/complex-description/0810336"
"Emil Fucik-Hof";"1100 Wien, Gudrunstraﬂe Gudrunstraﬂe";"1950";"1952";"";"Franz Schuster";"nein";"";"";"666";"13";"https://www.wwpipe.at/web-portal/complex-description/0810354"
"Brunngraberhof";"1100 Wien, Arthaberplatz Arthaberplatz";"1957";"1959";"";"Eduard Berger, Bruno Tinhofer, Leopold Tinhof";"ja";"";"";"158";"17";"https://www.wwpipe.at/web-portal/complex-description/0810381"
"George-Washington-Hof";"1100 Wien, Ahornhof Ahornhof";"1925";"1930";"";"Robert Oerley, Karl Alois Krist";"ja";"";"";"1008";"62";"https://www.wwpipe.at/web-portal/complex-description/0810411"
"Mithlingerhof Rasenstadt";"1100 Wien, Neilreichgasse Neilreichgasse";"1929";"1933";"";"Karl Schmalhofer";"ja";"";"";"958";"13";"https://www.wwpipe.at/web-portal/complex-description/0810650"
"Dr.-Franz-Klein-Hof";"1110 Wien, Herbortgasse Herbortgasse";"1924";"1925";"";"Karl Alois Krist";"ja";"";"";"223";"21";"https://www.wwpipe.at/web-portal/complex-description/0811301"
"Alfons-Petzold-Hof";"1110 Wien, Lorystraﬂe Lorystraﬂe";"1923";"1924";"";"Adolf Stˆckl";"nein";"";"";"94";"15";"https://www.wwpipe.at/web-portal/complex-description/0811302"
"Josef-Scheu-Hof";"1110 Wien, Ehamgasse Ehamgasse";"1925";"1926";"";"Franz Wiesmann";"ja";"";"";"184";"1";"https://www.wwpipe.at/web-portal/complex-description/0811303"
"Widholz-Hof";"1110 Wien, Geiselbergstraﬂe Geiselbergstraﬂe";"1925";"1926";"";"Engelbert Mang";"ja";"";"";"166";"11";"https://www.wwpipe.at/web-portal/complex-description/0811304"
"Karl-Hˆger-Hof";"1110 Wien, Lorystraﬂe Lorystraﬂe";"1925";"1926";"";"Hugo Gorge, Alfons Hetmanek, Franz Kaym";"nein";"";"";"219";"28";"https://www.wwpipe.at/web-portal/complex-description/0811306"
"Friedrich-Engels-Hof";"1110 Wien, Ehamgasse Ehamgasse";"1925";"1926";"";"Hugo Gorge, Franz Kaym, Alfons Hetmanek";"ja";"";"";"174";"9";"https://www.wwpipe.at/web-portal/complex-description/0811307"
"Anton-Schrammel-Hof";"1110 Wien, Kopalgasse Kopalgasse";"1925";"1926";"";"Karl Alois Krist";"nein";"";"";"220";"10";"https://www.wwpipe.at/web-portal/complex-description/0811308"
"Strindberghof";"1110 Wien, Strindberggasse Strindberggasse";"1930";"1933";"";"Emil Hoppe, Otto Schˆnthal";"ja";"";"";"538";"22";"https://www.wwpipe.at/web-portal/complex-description/0811314"
"Hedorfer-Hof";"1110 Wien, Enkplatz Enkplatz";"1945";"1950";"";"Robert Kotas";"nein";"";"";"32";"11";"https://www.wwpipe.at/web-portal/complex-description/0811319"
"Wilhelm-Weber Hof";"1110 Wien, Rinnbˆckstraﬂe Rinnbˆckstraﬂe";"1949";"1951";"";"Viktor Adler, Hans Paar";"ja";"";"";"292";"15";"https://www.wwpipe.at/web-portal/complex-description/0811322"
"Kurt-Holubarz-Hof";"1110 Wien, Geiselbergstraﬂe Geiselbergstraﬂe";"1950";"1951";"";"Josef (Jaroslav) Bayer";"nein";"";"";"47";"2";"https://www.wwpipe.at/web-portal/complex-description/0811324"
"Karl-Tlasek-Hof";"1110 Wien, Lorystraﬂe Lorystraﬂe";"1951";"1952";"";"Willy Grunert";"ja";"";"";"47";"1";"https://www.wwpipe.at/web-portal/complex-description/0811325"
"Josef-Haas-Hof";"1110 Wien, Zippererstraﬂe Zippererstraﬂe";"1951";"1953";"";"Ferdinand Riedl, Walter Kˆhler, Hans MuttonÈ";"ja";"";"";"289";"8";"https://www.wwpipe.at/web-portal/complex-description/0811326"
"Alfred-Wunsch-Hof";"1110 Wien, Lorystraﬂe Lorystraﬂe";"1953";"1959";"";"Walter Schwarz, August Bauer";"ja";"";"";"103";"12";"https://www.wwpipe.at/web-portal/complex-description/0811332"
"Gustav-Fuchs-Hof";"1110 Wien, Geiselbergstraﬂe Geiselbergstraﬂe";"1954";"1956";"";"Carl Rˆssler, Oskar Payer";"ja";"";"";"219";"4";"https://www.wwpipe.at/web-portal/complex-description/0811333"
"Wilhelm-Svetelsky-Hof";"1110 Wien, Wilhelm-Svetelsky-Hof Wilhelm-Svetelsky-Hof";"1956";"1957";"";"Sepp Stein, Heinrich Vana";"ja";"";"";"112";"14";"https://www.wwpipe.at/web-portal/complex-description/0811334"
"Leopold-Schwarz-Hof";"1110 Wien, Kopalgasse Kopalgasse";"1955";"1956";"";"Viktor Ruczka";"nein";"";"";"42";"9";"https://www.wwpipe.at/web-portal/complex-description/0811336"
"Max-Wopenka-Hof";"1110 Wien, Geiselbergstraﬂe Geiselbergstraﬂe";"1955";"1957";"";"Kurt Keiter, Hans Schimitzek, Ernst W. Irsigler, Alois Brunner, Eduard Berger, Hanns Hilscher, Viktor Kraft";"ja";"";"";"371";"12";"https://www.wwpipe.at/web-portal/complex-description/0811338"
"Wohnhausanlage Hasenleiten";"1110 Wien, Hasenleitengasse Hasenleitengasse";"1937";"1950";"";"Anton Valentin, Moritz ServÈ, Otto Trnik, Oskar Heymann, Oskar Unger, Friedrich Punzmann";"ja";"";"";"1214";"89";"https://www.wwpipe.at/web-portal/complex-description/0811339"
"Stefan-Achatz-Hof";"1110 Wien, Kaiser-Ebersdorfer Straﬂe Kaiser-Ebersdorfer Straﬂe";"1957";"1959";"";"Friedrich Rollwagen, Hanns Miedel jun.";"ja";"";"";"92";"13";"https://www.wwpipe.at/web-portal/complex-description/0811369"
"Fuchsenfeldhof";"1120 Wien, L‰ngenfeldgasse L‰ngenfeldgasse";"1922";"1925";"";"Heinrich Schmid, Hermann Aichinger";"ja";"";"";"452";"24";"https://www.wwpipe.at/web-portal/complex-description/0812301"
"Reismannhof";"1120 Wien, Am Fuchsenfeld Am Fuchsenfeld";"1924";"1925";"";"Hermann Aichinger, Heinrich Schmid";"ja";"";"";"625";"37";"https://www.wwpipe.at/web-portal/complex-description/0812302"
"Bebel-Hof";"1120 Wien, Steinbauergasse Steinbauergasse";"1925";"1926";"";"Karl Ehn";"ja";"";"";"307";"30";"https://www.wwpipe.at/web-portal/complex-description/0812303"
"Liebknechthof";"1120 Wien, Bˆckhgasse Bˆckhgasse";"1926";"1927";"";"Karl Alois Krist";"ja";"";"";"427";"10";"https://www.wwpipe.at/web-portal/complex-description/0812304"
"Simony-Hof";"1120 Wien, Koppreitergasse Koppreitergasse";"1927";"1928";"";"Leopold Simony";"nein";"";"";"160";"11";"https://www.wwpipe.at/web-portal/complex-description/0812306"
"Lorenshof";"1120 Wien, L‰ngenfeldgasse L‰ngenfeldgasse";"1927";"1928";"";"Otto Prutscher";"ja";"";"";"164";"8";"https://www.wwpipe.at/web-portal/complex-description/0812308"
"Frˆhlich-Hof";"1120 Wien, Malfattigasse Malfattigasse";"1928";"1929";"";"Engelbert Mang";"ja";"";"";"160";"7";"https://www.wwpipe.at/web-portal/complex-description/0812315"
"Haydnhof";"1120 Wien, Gaudenzdorfer G¸rtel Gaudenzdorfer G¸rtel";"1928";"1929";"";"August Hauser";"nein";"";"";"326";"11";"https://www.wwpipe.at/web-portal/complex-description/0812316"
"Leopoldine-Glˆckel-Hof";"1120 Wien, Steinbauergasse Steinbauergasse";"1931";"1932";"";"Josef Frank";"nein";"";"";"304";"3";"https://www.wwpipe.at/web-portal/complex-description/0812335"
"Max-Opravil-Hof";"1120 Wien, Wienerbergstraﬂe Wienerbergstraﬂe";"1949";"1954";"";"Rudolf Kolowrath, Erich Oberdorfer, Otto Nobis, Edith Lessel";"ja";"";"";"424";"30";"https://www.wwpipe.at/web-portal/complex-description/0812342"
